,date-time,EC2-Instances($),S3($),Relational Database Service($),EC2-Other($),Glue($),DocumentDB (with MongoDB compatibility)($),Elastic MapReduce($),CloudWatch($),VPC($),OpenSearch Service($),Redshift($),Managed Streaming for Apache Kafka($),SageMaker($),ElastiCache($),DMS($),Elastic Load Balancing($),QuickSight($),Elastic File System($),SNS($),Lambda($),Elastic Container Service for Kubernetes($),Rekognition($),Hardened Red Hat Enterprise 7 (RHEL 7)($),Step Functions($),Glacier($),DynamoDB($),Backup($),AppFlow($),Route 53($),SQS($),EC2 Container Registry (ECR)($),Key Management Service($),API Gateway($),CloudFront($),Athena($),Secrets Manager($),CloudWatch Events($),Cognito($),X-Ray($),Cost Explorer($),Service Catalog($),Systems Manager($),SES($),Simple Workflow Service($),Direct Connect($),CloudTrail($),CodeArtifact($),Elastic Container Service($),Migration Hub Refactor Spaces($),Location Service($)
date-time,0.0,0.2537892558539933,7.09368344599589e-27,8.111101339418063e-07,1.8112701975456545e-33,4.879552660162564e-25,0.0018349100329733779,2.104085122697908e-82,1.5374523674450227e-17,1.3455840076067673e-21,1.7674739954194044e-12,0.8619393905415337,3.7927539953854046e-83,2.9292400659799636e-61,3.183284033158547e-07,6.279119519254589e-34,0.0153191718515271,2.8093946408816446e-78,0.000775131644959651,0.020963581516811453,1.3830945002097272e-14,6.2278396491379335e-136,3.6158178326162415e-37,1.0317650439972338e-172,1.6968158116192482e-12,2.3379695114151186e-29,8.977969848504688e-34,0.08789303035517952,7.144965998769758e-07,3.778382803297424e-43,2.1995230991311123e-34,0.00010476096103702033,2.299036191878201e-102,2.8808382171023874e-97,2.8409676877060264e-16,0.10667492189299661,6.101770838651658e-101,1.7183637609247858e-18,7.907247357995805e-49,4.5583234363944856e-17,8.975818635029738e-12,1.2963562887752888e-19,6.53369571460321e-42,7.760869720351869e-29,9.450589562752195e-144,1.3706095048895194e-48,0.764457946438307,2.2638243787716534e-13,0.08508172995642901,,
EC2-Instances($),0.2537892558539933,0.0,0.24334990742690354,7.691494075483152e-14,8.357188929247371e-20,4.561805531107605e-22,0.004395908933403174,1.7623665899184756e-06,4.939008848414974e-13,4.998281676083794e-60,1.8102269587362252e-75,0.5453878656259127,8.787629040544372e-36,1.4571041013552812e-36,1.099288791621329e-48,2.2999756891888e-18,0.00022945065922986064,0.7343814363344778,0.2123497388959744,0.4526939364689675,4.0233012589379226e-37,1.6222210451104714e-17,1.9211403287084386e-08,0.5740322273685483,4.1478190358664323e-13,3.422977271619565e-15,2.1509202596662147e-23,1.1660379714724382e-12,0.04533752809372482,0.010229527882418665,0.6851073821473478,0.004297477565559779,7.900230605177026e-06,7.711556816704493e-20,2.3154083070959054e-08,9.81086439570429e-08,5.856911080160699e-18,4.573224474676999e-12,3.1702631924411723e-06,3.9569830016745664e-28,2.338146704789785e-11,8.07592598695046e-07,5.507135436385775e-45,0.05516199999132367,0.0032389358868488735,3.680717176543067e-05,0.08429543466786615,0.44969837001919,1.3777412262675063e-05,,
S3($),7.09368344599589e-27,0.24334990742690354,0.0,3.3836683409283624e-05,4.482541814097896e-26,0.00022467527922229286,3.4688622929561804e-30,3.4357206474632844e-21,4.94928912264096e-10,4.348637560053956e-15,0.012304128461445477,0.7573283199127926,1.0245239115865402e-08,9.01769654866964e-13,1.0154344725831135e-14,5.567853716357703e-09,4.200692686186778e-08,5.112576803610657e-19,0.9897786694298181,0.2207497865097825,8.793659555020802e-09,1.7721531427467503e-22,3.1854262379501796e-11,2.0507065334975585e-34,0.022148812200051462,2.4250166590256983e-08,1.9773390670351526e-05,1.4939780922627176e-08,0.04336119141520391,3.089066892051499e-19,9.318019150077268e-09,4.964049052295419e-05,1.54919243653436e-26,2.1148465960004356e-14,1.2581693447586774e-20,0.25467403845905573,7.918488553937153e-19,0.003230603728151194,2.6753820265123858e-17,0.004147288023522567,6.592247028866725e-05,5.950113584717894e-07,2.2806384019635408e-05,2.9944064222831004e-07,6.474633951587818e-21,4.511609117574395e-108,0.6897804493906701,0.0316101964058416,0.00040054838973738687,,
Relational Database Service($),8.111101339418063e-07,7.691494075483152e-14,3.3836683409283624e-05,0.0,2.62254792235272e-06,0.19744414037459015,0.0023361076842235923,0.8078373019024123,1.3729086940771141e-05,4.524114451160837e-22,1.9056955014943264e-10,0.7010888792727108,6.977886268799498e-15,1.7036944977809206e-23,4.9739072562519015e-22,0.05019082981595531,1.1776011532133678e-06,0.0002749963867103643,0.1808010013461567,0.9659722576959893,2.1734460440000522e-18,9.426884771376085e-12,0.6949082385924493,2.2937544733174141e-07,0.00018350456169359357,0.39539075839772336,1.8157319266823415e-09,3.3831481843930196e-06,0.011277132132698774,0.8721992448252014,0.008359116862329706,0.6077815879396066,5.995083571138117e-10,1.1549953986316103e-13,0.6828404721816733,0.15607644927737332,1.116784446150464e-20,6.095610376298727e-05,3.171305789940233e-09,6.038188919872393e-06,0.015656038846824108,1.9195926134288604e-11,3.1588422874283435e-11,0.14795971413808706,1.125387809953672e-09,1.4747628481296747e-11,0.45551127268595826,0.8898100570022067,0.025769218324935395,,
EC2-Other($),1.8112701975456545e-33,8.357188929247371e-20,4.482541814097896e-26,2.62254792235272e-06,0.0,0.5242803436293705,0.0009601895546979744,9.684037440729398e-18,2.4229650243064697e-12,1.93220745643897e-29,0.11731124954314562,0.5480870658277401,1.7435391920627098e-32,7.462981272413823e-30,8.484244620638018e-17,0.47760438116321374,0.12987632636220575,6.627206879494322e-14,0.8364858976900271,0.15005093035908418,2.215080329662487e-23,2.20355205617503e-51,5.024977093284913e-06,2.2139932324981912e-32,2.2274740386366815e-08,0.6810655126934497,1.5451485521220076e-17,0.018084044993929592,0.13619293485907372,3.0830588696206647e-18,2.351345122095754e-11,9.899366382754757e-06,6.132486993726253e-34,1.7049895910505744e-36,0.03766383788747484,0.019389098245260944,8.550741210413408e-32,2.135810150066746e-10,3.1433615310999045e-19,1.31125853011697e-18,0.6149245593976507,1.0892901415908144e-07,7.268460219514235e-30,1.662939397989629e-08,3.100557608040008e-27,1.3726181720901984e-48,0.8919965763834101,1.3432937003011976e-06,0.07769136426625749,,
Glue($),4.879552660162564e-25,4.561805531107605e-22,0.00022467527922229286,0.19744414037459015,0.5242803436293705,0.0,0.7243336972629555,1.0809918508750605e-32,0.5326304528937277,0.00018698286765381612,3.220537333286637e-32,0.8849329159796184,0.0004823973563500821,0.2215963377248466,3.1907405329168787e-06,1.3831845983123367e-37,6.646291914481838e-06,1.5098134724865352e-13,0.01223522523302526,0.9268593507492195,0.020684637921369948,3.3272262513007515e-08,3.542161310665735e-09,1.2131718882152567e-19,0.34603054043160525,1.874306506369871e-40,0.08277641256954345,1.2228377509326219e-14,0.016388153387388717,1.1512779659300872e-08,3.3218563470506764e-05,0.019860378429456173,4.4990741189234495e-08,9.810874684583677e-07,8.026986060148429e-08,0.0005763277343651687,0.0005928247235610543,0.07349426244124965,0.0002143561308570058,0.4747751497549453,1.0332748894316908e-12,0.025297833664035742,0.05576002264736539,2.0033960688161224e-05,4.600785284125587e-19,0.0008739080797155417,0.0009114593224101726,0.00010793577590328706,0.05262938995403701,,
DocumentDB (with MongoDB compatibility)($),0.0018349100329733779,0.004395908933403174,3.4688622929561804e-30,0.0023361076842235923,0.0009601895546979744,0.7243336972629555,0.0,0.9583718737518894,1.2312064823229473e-12,1.9628005077516084e-11,0.028209618836363592,0.5738783720633622,0.0004490733082143115,4.803984013491314e-09,9.44821880754929e-10,0.859029306422562,8.047381864398286e-08,0.0030398104750710155,0.1403842760492728,0.4794693192328563,0.0009529921891787903,0.00021017356443091183,0.6026159863419862,0.00019084327661533166,0.0060897394693084925,0.9720049298495129,0.00017190590919965355,6.156010460029804e-05,0.36732741506473676,0.797244810995743,0.025181640077180396,0.6961347857650406,3.717718766798121e-09,9.779555989240395e-08,1.923092986795931e-12,0.7327868492757171,5.001114635123254e-05,0.007051730358742911,1.3933900420115697e-07,0.0003412896118468217,0.511978430368238,0.02805929681382133,2.4891249477212796e-05,0.03210769642744238,0.0011532186861717992,1.9022748310349324e-11,0.00019496064532682794,0.3449083654598391,0.5623013308011021,,
Elastic MapReduce($),2.104085122697908e-82,1.7623665899184756e-06,3.4357206474632844e-21,0.8078373019024123,9.684037440729398e-18,1.0809918508750605e-32,0.9583718737518894,0.0,3.791404126159047e-05,0.06938469763493109,3.417147290775936e-45,0.7869362606756183,1.6311180877265652e-20,6.74074428074656e-07,0.7728722703300261,1.7193355197922843e-26,8.007026440309211e-06,4.639282423962864e-47,0.16824617126354574,0.06843438931963415,0.28553085846503523,6.660190520638612e-52,2.0262630985351756e-28,1.4013992582482409e-67,0.0033572887292465177,1.3168440905175084e-20,2.463787136641514e-08,0.006063027459447374,0.0021226393609965165,6.166926574968128e-70,3.562191372404318e-18,8.109891864946746e-14,4.3751994784421476e-54,4.618987324978414e-20,3.411054971344457e-11,0.32332779768835385,5.379274295420002e-18,1.102912003943557e-05,4.999895659353148e-13,0.00034746993799007243,4.9931192863698964e-24,0.0007372300547096518,1.572292094557955e-08,3.4501575813543977e-15,1.8525145781696703e-44,1.340993989302223e-34,0.00027676773212167234,4.655723135312867e-15,2.8820238086531016e-15,,
CloudWatch($),1.5374523674450227e-17,4.939008848414974e-13,4.94928912264096e-10,1.3729086940771141e-05,2.4229650243064697e-12,0.5326304528937277,1.2312064823229473e-12,3.791404126159047e-05,0.0,1.3832056950959077e-23,0.0027509085974549417,0.6420650506255702,2.017896076092745e-33,1.0272306448062525e-33,8.848702319872791e-10,0.6979438202631097,0.3400372013856795,8.669939838950022e-07,0.039227662101244704,0.18573906169375776,3.0793645885909205e-12,3.177728382231949e-25,0.0003595839728287905,2.78838595559369e-12,1.6419527608861452e-12,0.26926436880998167,5.917586267695076e-52,0.19541440294654522,0.3331125861399952,0.001300176989893553,1.1578400045113343e-06,0.8458229353366424,8.042012831947588e-24,6.9703283614678e-37,0.1263334373466301,0.22834622767778173,3.1945622720073857e-21,1.747431456106111e-13,5.353217322879646e-11,7.806545886317267e-16,0.8233928997556463,1.1758153359801963e-11,1.0980726311598379e-36,0.025736516710838733,1.0761061760817324e-08,9.440209851195338e-12,0.04608449990529056,0.04567862242849814,0.07467353981784358,,
VPC($),1.3455840076067673e-21,4.998281676083794e-60,4.348637560053956e-15,4.524114451160837e-22,1.93220745643897e-29,0.00018698286765381612,1.9628005077516084e-11,0.06938469763493109,1.3832056950959077e-23,0.0,2.2118165762050222e-23,0.7227006128448349,4.727836042310044e-62,6.340328925099713e-82,8.904521052276383e-60,0.07485225339420981,1.4630716948411566e-22,1.1058545232233566e-16,0.0006562328192579173,0.032416376798420195,1.960485380193673e-54,7.289602213329105e-47,0.024226585269561333,1.5037653330561006e-19,1.0669027033330706e-17,0.26777911106441216,1.7061625725600728e-41,3.106775550240491e-07,6.607962117682163e-05,0.002602786781362504,3.690338684452785e-11,0.46863212921554903,8.306819451972507e-32,9.123157516850736e-52,0.8583737640473146,1.5636469108712126e-06,6.251367537121928e-65,2.047941217894332e-19,4.873135466602721e-24,2.0174164847138565e-24,0.009747642132794531,2.847432993096787e-21,1.2354782602592427e-51,5.061529670335222e-07,1.1443273209090549e-23,2.9988569219788977e-30,0.7631741689141185,0.08206190894920203,0.03837743676203703,,
OpenSearch Service($),1.7674739954194044e-12,1.8102269587362252e-75,0.012304128461445477,1.9056955014943264e-10,0.11731124954314562,3.220537333286637e-32,0.028209618836363592,3.417147290775936e-45,0.0027509085974549417,2.2118165762050222e-23,0.0,0.7305204051032717,0.001065175013309281,1.5950758955087445e-09,2.5821449821345254e-37,1.1547960412484315e-34,6.83875669005414e-13,1.476089282687964e-12,0.3069267423083557,0.053425631582088434,7.484096196700529e-24,0.40423298734165497,6.647568108646056e-27,2.6336751087018797e-10,0.0025818096840341314,5.693006801058701e-22,2.751384182537175e-05,3.932433213610178e-12,0.937889022780581,7.187213219517695e-28,4.905388653690243e-06,1.1314505697067622e-06,0.0010742938042869264,0.1943962010805395,6.830282543784775e-09,0.007281342915062976,0.005988659122307007,0.03360439026472523,0.9240402518374203,4.179164191044308e-06,1.5203827162627074e-21,0.00508546841860451,2.3032537982506387e-07,1.6146290886779454e-12,4.2205042991264947e-05,0.5065377575841454,0.017017387673155283,0.00011189002286431033,1.3214601638766534e-13,,
Redshift($),0.8619393905415337,0.5453878656259127,0.7573283199127926,0.7010888792727108,0.5480870658277401,0.8849329159796184,0.5738783720633622,0.7869362606756183,0.6420650506255702,0.7227006128448349,0.7305204051032717,0.0,0.8295409922666666,0.7266941829293393,0.995983370537949,0.9607140413016587,0.20959074547500678,0.0008889394926345332,0.6381728172870152,0.023308360863284385,0.08497115654815561,0.7819280723113674,0.4768364677944538,0.8040618212578665,0.3939393073411599,0.7490276294465623,0.4072635150053683,0.7404615315170145,0.4082437613862015,5.789887567686928e-16,0.2937657647451207,0.4342471612764737,0.5824404160534159,0.7592373589593037,0.03684187228206855,0.17990779930583214,0.9345627505879236,0.41276897796122786,0.3205693345912501,0.23825544540684587,0.7139385430912331,0.24437177816720482,0.7728970634270508,0.08548869502269263,0.5280247199239869,0.9334225148482491,0.7406340200612029,0.8213381712252603,0.9609433750019127,,
Managed Streaming for Apache Kafka($),3.7927539953854046e-83,8.787629040544372e-36,1.0245239115865402e-08,6.977886268799498e-15,1.7435391920627098e-32,0.0004823973563500821,0.0004490733082143115,1.6311180877265652e-20,2.017896076092745e-33,4.727836042310044e-62,0.001065175013309281,0.8295409922666666,0.0,1.719106670811054e-135,4.208428153708636e-24,0.000257755572403333,0.10372645736020758,1.0920105663362114e-30,0.00014478765125047725,0.07741929697485096,5.293433929357096e-37,6.8055450327680825e-164,6.157654596537107e-07,1.5244160764174967e-55,1.9665166389661344e-29,7.908345330038761e-05,9.293105929282861e-80,0.7976211712332124,2.1729925567021494e-09,2.15757048858343e-12,1.933781185002442e-21,0.48180633492323205,5.4483364108966e-77,9.488554011762563e-155,0.23025268979028435,0.00026678013692017446,8.556282797480664e-111,1.531506247357975e-35,6.083418952183003e-39,3.828018992817589e-42,0.44052294159186267,3.2211190276499825e-20,5.65662760892085e-140,2.132762955716573e-09,5.905456000042367e-75,3.0561392368536354e-25,0.030534697346925304,6.85997817746147e-07,0.05072179419381889,,
SageMaker($),2.9292400659799636e-61,1.4571041013552812e-36,9.01769654866964e-13,1.7036944977809206e-23,7.462981272413823e-30,0.2215963377248466,4.803984013491314e-09,6.74074428074656e-07,1.0272306448062525e-33,6.340328925099713e-82,1.5950758955087445e-09,0.7266941829293393,1.719106670811054e-135,0.0,6.775144138372053e-37,0.21775762318359532,0.0020202548891908667,4.686723613447289e-20,0.00023049237443786114,0.16738421353095842,1.2918387256563649e-45,1.387760153660997e-81,1.4843271365113055e-08,4.257354702518423e-52,3.6570567943824763e-22,0.027743568468888067,1.526926891289934e-63,0.017317992545400947,7.34686919820907e-08,6.2330876028327175e-06,3.642432779920144e-17,0.06092051518882011,5.47980389838869e-63,8.828422675436558e-118,0.012389790780465162,0.0001434282261809679,1.3577368477052628e-150,1.1194243535927431e-26,4.987425379003709e-47,2.8427571041918783e-27,0.3050815746630828,8.50289392719784e-33,2.5986564148853782e-77,4.427645224456259e-08,4.4293102423333904e-63,9.710180727752197e-29,0.632128414924695,0.00022763984999492042,7.201081383889744e-07,,
ElastiCache($),3.183284033158547e-07,1.099288791621329e-48,1.0154344725831135e-14,4.9739072562519015e-22,8.484244620638018e-17,3.1907405329168787e-06,9.44821880754929e-10,0.7728722703300261,8.848702319872791e-10,8.904521052276383e-60,2.5821449821345254e-37,0.995983370537949,4.208428153708636e-24,6.775144138372053e-37,0.0,4.147468247596009e-11,1.5690113849487117e-25,4.813895912313883e-05,0.03456111833886086,0.5611638328279527,1.3973322621828515e-49,2.0786683958546923e-22,0.14209963878560888,2.9090829340715205e-14,1.3402740888000674e-05,7.465166578884703e-11,1.7383371449869568e-13,4.270149296444137e-30,0.08597093221369682,0.42969539742026447,0.02537978327877269,0.4349365775534343,3.844174006719714e-17,4.799020278734726e-16,0.0005673833350854262,0.059544815622156695,4.600487352750683e-41,2.553494592797453e-06,3.196037978618737e-18,1.4779584774485702e-08,0.2257687692399236,2.631163942456625e-09,4.403693210710012e-15,0.43348105350433486,3.0566615920370407e-07,1.3317981331472855e-38,0.010177437171094527,0.6393963332063948,0.08086216385252629,,
DMS($),6.279119519254589e-34,2.2999756891888e-18,5.567853716357703e-09,0.05019082981595531,0.47760438116321374,1.3831845983123367e-37,0.859029306422562,1.7193355197922843e-26,0.6979438202631097,0.07485225339420981,1.1547960412484315e-34,0.9607140413016587,0.000257755572403333,0.21775762318359532,4.147468247596009e-11,0.0,4.5680880106625876e-08,5.544421096416774e-34,0.030873591402483424,0.020563379794262638,0.07710057344883946,7.305927532188252e-10,1.940051330296793e-21,1.45134537194126e-24,0.20717057767095534,8.610652883449397e-111,0.06763875454357844,8.344413332591712e-13,0.006369950461144153,5.981375524605275e-12,2.6641417055322213e-11,7.095900229496341e-05,0.001839238706058037,9.657119591675129e-09,1.830287309569664e-07,0.8671467699522437,6.083965477452683e-07,0.04166256764231288,0.0002816041568097421,0.1954569525648564,1.098549938751781e-12,0.0013379214168588384,0.01326998056958207,1.4197881580115e-19,2.647720085777186e-28,0.00020680789303446074,8.903841083566434e-10,0.00030028644893057786,8.169175190277076e-05,,
Elastic Load Balancing($),0.0153191718515271,0.00022945065922986064,4.200692686186778e-08,1.1776011532133678e-06,0.12987632636220575,6.646291914481838e-06,8.047381864398286e-08,8.007026440309211e-06,0.3400372013856795,1.4630716948411566e-22,6.83875669005414e-13,0.20959074547500678,0.10372645736020758,0.0020202548891908667,1.5690113849487117e-25,4.5680880106625876e-08,0.0,0.9113036338402338,0.6151316973080255,0.5820210156672717,4.0121682226526113e-07,0.03694366507091652,0.4121591298844497,0.8404617624471692,0.20615123008690403,1.795814243075478e-05,0.4849425376447461,2.4920163985438916e-09,0.24151411838186726,0.37138976094172554,0.42298914843596197,0.04093198587556167,0.5710116598838799,0.158912089931588,0.9081470110720741,0.9753668345321528,0.010885227667683404,0.15514195664214242,0.3712585599849405,0.029411838449445348,0.19212671913665588,0.0010033275554607423,0.021744377948653616,0.16112392924633742,0.05661667612763019,2.52101199933003e-08,0.009685538512879368,0.11748342117056378,0.36602515024836535,,
QuickSight($),2.8093946408816446e-78,0.7343814363344778,5.112576803610657e-19,0.0002749963867103643,6.627206879494322e-14,1.5098134724865352e-13,0.0030398104750710155,4.639282423962864e-47,8.669939838950022e-07,1.1058545232233566e-16,1.476089282687964e-12,0.0008889394926345332,1.0920105663362114e-30,4.686723613447289e-20,4.813895912313883e-05,5.544421096416774e-34,0.9113036338402338,0.0,0.00021921174221589966,6.932620702278024e-06,2.1046777628499277e-07,2.5216042249094152e-55,9.018874970389105e-33,1.6143660830498336e-60,0.0010189998816213513,3.827956177092308e-26,3.0022802381324743e-09,0.8955344375764424,0.0007883264261829499,1.3350234138456972e-42,7.751273770586771e-28,1.9656827112058678e-11,4.77336306768781e-43,3.918538822295851e-34,8.39491616401475e-09,0.17925086806471696,2.1594793593448715e-39,3.508457536603425e-06,2.282207709397789e-23,2.776965000269586e-07,5.329623086960279e-10,1.2722270619065219e-06,8.818939980192549e-16,4.824712235276322e-33,1.9196953993165281e-62,2.771737667209627e-28,0.2238022065741474,3.517640021363301e-08,5.378898309631068e-07,,
Elastic File System($),0.000775131644959651,0.2123497388959744,0.9897786694298181,0.1808010013461567,0.8364858976900271,0.01223522523302526,0.1403842760492728,0.16824617126354574,0.039227662101244704,0.0006562328192579173,0.3069267423083557,0.6381728172870152,0.00014478765125047725,0.00023049237443786114,0.03456111833886086,0.030873591402483424,0.6151316973080255,0.00021921174221589966,0.0,0.8233779482445155,0.001284244311665004,0.000505410056145766,0.7661553000225011,0.02410685326645636,0.030767395884078293,0.0052144916816559495,0.0015547375812775038,3.418934516951604e-05,0.015455235179492396,0.17916720036514563,0.06664680110806942,0.6607188438365449,0.008972308336500518,6.249108371979235e-06,0.8132430307826058,0.04053471016977637,0.0005700350658509645,0.023770064354257693,0.01581765281071451,9.232877247027099e-05,0.5232303320071382,1.990050421162599e-05,2.7444106258819862e-05,0.012362998474993916,1.4586779797777793e-05,0.09412069279302789,0.2290637666005144,0.5559448323948184,0.5105077654254978,,
SNS($),0.020963581516811453,0.4526939364689675,0.2207497865097825,0.9659722576959893,0.15005093035908418,0.9268593507492195,0.4794693192328563,0.06843438931963415,0.18573906169375776,0.032416376798420195,0.053425631582088434,0.023308360863284385,0.07741929697485096,0.16738421353095842,0.5611638328279527,0.020563379794262638,0.5820210156672717,6.932620702278024e-06,0.8233779482445155,0.0,0.6389931068922023,0.0881457693709824,0.0001568294803340834,0.04817289041737627,0.5864794426874839,0.0497234536464773,0.6393339418604354,0.15054474656519265,0.37256630209847896,0.010140615220960773,1.5123680463142174e-103,0.3363230509127839,0.31790092826985916,0.032120774026698495,0.13453240720064316,0.6321900046642044,0.12665220784681766,0.5004272801355942,0.034443087697762644,0.33519985383507733,0.3871030491367535,0.46121339337629136,0.16888549601154518,0.00024116024549100662,0.029530771733288094,0.7625873738669897,0.5336309403064278,0.5939631783761351,0.7320502909927111,,
Lambda($),1.3830945002097272e-14,4.0233012589379226e-37,8.793659555020802e-09,2.1734460440000522e-18,2.215080329662487e-23,0.020684637921369948,0.0009529921891787903,0.28553085846503523,3.0793645885909205e-12,1.960485380193673e-54,7.484096196700529e-24,0.08497115654815561,5.293433929357096e-37,1.2918387256563649e-45,1.3973322621828515e-49,0.07710057344883946,4.0121682226526113e-07,2.1046777628499277e-07,0.001284244311665004,0.6389931068922023,0.0,1.4759473168694176e-30,0.5500961582690539,4.851194004816209e-13,1.4287998182468422e-10,0.4864477744821191,1.2216200404880044e-23,1.786480043878848e-07,0.00048779416128304014,0.9246631642954473,5.601911768202954e-06,0.00032953129491766975,5.832128668325305e-19,1.3122550302678803e-30,0.8807279685722812,0.0018502175912025777,8.495024431238598e-48,1.6255621535066613e-11,2.765691447497442e-17,1.3569620861648207e-13,0.00013908434582588156,6.8561888067408836e-15,1.1326258121728813e-28,0.0018157995250543504,4.1403626270619646e-17,2.7684140588698525e-27,0.002075817190233139,0.4790453318858408,0.06139812367724321,,
Elastic Container Service for Kubernetes($),6.2278396491379335e-136,1.6222210451104714e-17,1.7721531427467503e-22,9.426884771376085e-12,2.20355205617503e-51,3.3272262513007515e-08,0.00021017356443091183,6.660190520638612e-52,3.177728382231949e-25,7.289602213329105e-47,0.40423298734165497,0.7819280723113674,6.8055450327680825e-164,1.387760153660997e-81,2.0786683958546923e-22,7.305927532188252e-10,0.03694366507091652,2.5216042249094152e-55,0.000505410056145766,0.0881457693709824,1.4759473168694176e-30,0.0,3.6925715476762617e-11,4.307414716757133e-93,5.025376692665668e-21,9.917980262056369e-09,2.6839992391038654e-54,0.09386456783710001,8.180460216430023e-08,1.0818774479314394e-31,3.2795207016590867e-26,9.11092316615187e-06,4.346355168011685e-109,1.3981977277109077e-122,0.0002520941769605488,0.005952712629305009,6.310263797404358e-100,1.4248055082544427e-27,4.0139571621263775e-40,2.3051412791483683e-41,0.0006675805328689195,8.982837951470583e-17,1.66596856931643e-94,5.575246704628476e-15,1.126085722866255e-96,2.1414055319961312e-55,0.07218185433019902,2.9810803126360444e-10,0.051040075510616074,,
Rekognition($),3.6158178326162415e-37,1.9211403287084386e-08,3.1854262379501796e-11,0.6949082385924493,5.024977093284913e-06,3.542161310665735e-09,0.6026159863419862,2.0262630985351756e-28,0.0003595839728287905,0.024226585269561333,6.647568108646056e-27,0.4768364677944538,6.157654596537107e-07,1.4843271365113055e-08,0.14209963878560888,1.940051330296793e-21,0.4121591298844497,9.018874970389105e-33,0.7661553000225011,0.0001568294803340834,0.5500961582690539,3.6925715476762617e-11,0.0,1.8054318277743536e-36,0.024532229318740117,2.497461397644588e-15,0.007865020463612288,0.041381423202101385,0.0034076308124686813,7.569798571393085e-27,2.1271864579154826e-16,0.0038150688124173847,2.914679882861524e-20,9.203531419177705e-15,1.0758252792692151e-19,0.47737168044597056,3.058178776461677e-18,0.0006213717856811022,2.4599778785752505e-22,0.001163573554237578,2.3931885663188907e-11,8.08490091660353e-05,0.24500249111401856,6.05590281899821e-36,2.8847084493220065e-20,1.7347730818128883e-11,0.8063332822521804,8.563251162251903e-07,0.05306374548674829,,
Hardened Red Hat Enterprise 7 (RHEL 7)($),1.0317650439972338e-172,0.5740322273685483,2.0507065334975585e-34,2.2937544733174141e-07,2.2139932324981912e-32,1.2131718882152567e-19,0.00019084327661533166,1.4013992582482409e-67,2.78838595559369e-12,1.5037653330561006e-19,2.6336751087018797e-10,0.8040618212578665,1.5244160764174967e-55,4.257354702518423e-52,2.9090829340715205e-14,1.45134537194126e-24,0.8404617624471692,1.6143660830498336e-60,0.02410685326645636,0.04817289041737627,4.851194004816209e-13,4.307414716757133e-93,1.8054318277743536e-36,0.0,1.0152476077198013e-07,4.4710538298244214e-17,1.2144790251667695e-22,0.13540287375335194,6.544023050431657e-05,1.6356290659515494e-48,5.736463833984755e-28,0.00022722360709475172,6.947624669175604e-82,4.4503425066725576e-61,6.0018967651652574e-24,0.5372183029967108,3.7712644652534164e-94,2.070760977160586e-12,1.1152819114986032e-49,2.6102426038098458e-08,2.6059706997431585e-12,2.2581543840881867e-16,6.617610509171123e-23,3.7266364352170497e-20,3.4959259527236016e-91,9.296033318557406e-66,0.36222469741427105,1.2665155716436349e-13,0.05070793765603317,,
